y_test,y_Hat
3477.8838,2810.6532653473823
3497.6814,2821.430589031989
3807.1392,3005.861516948673
3807.1392,3840.225305166239
10464.1014,8513.862406077575
9400.7782,9726.929379459212
9103.0434,9400.729389208278
8561.0709,7343.695833726441
9661.236,6693.786530194059
9661.236,5321.94381973124
6354.5328,6174.401618674153
6721.3495,6260.349656137545
7344.6482,6334.957917384314
7344.6482,6102.870844867457
7344.6482,4767.655903381399
7344.6482,4200.486648720088
766.1776,1072.8298855387852
793.1281,956.3019129313736
823.139,463.3394189546123
846.7672,377.53408680838714
883.892,497.1887619025946
883.892,498.022328114592
2638.3262,4237.923856453107
3096.5618,4260.956384494316
3661.4563,3008.334481215635
3751.7407,5099.708346817635
4835.5718,7504.012853227148
4835.5718,5658.826609900424
43063.9675,57376.69748829122
46722.2687,56809.132569376285
45376.1708,56051.46765233375
37629.1742,50097.91120409411
44315.5542,51533.92452299908
44315.5542,56511.659119180316
40621.3345,43973.50003543838
43306.3083,44417.58344712216
42747.0805,44012.91269359941
40318.5576,44325.47869395353
46510.2828,45628.901426905126
46510.2828,45927.01964522279
59907.7543,54529.401545966444
62823.3094,54476.72662154258
65120.3947,53805.6473064262
63530.6335,52558.22267628796
70248.629,53010.5898418515
70248.629,46262.8607896328
18769.7875,14211.802895440202
18825.2838,19575.226524195696
17859.9315,10231.943643840672
15619.5427,16764.589857729094
17313.1883,17115.356105761817
17313.1883,18307.153390590145
1916.7646,3072.6954923454837
1597.0683,3272.1701956278794
1784.0098,3597.0264552371423
1749.6558,2410.7979552456272
1983.0647,2979.143248030141
1983.0647,2226.8535709556886
3032.198,15440.627105049409
3076.8353,20357.957682845397
3076.5899,11197.095263242987
2877.5202,5466.545507292741
2996.6211,6509.454226438961
2996.6211,8038.28286991736
15975.7294,13368.055557784204
15975.7294,12786.477891075012
15975.7294,12407.078693477311
15975.7294,10176.629122981469
15975.7294,11438.379779966528
15975.7294,12044.47437581465
2992.0717,4951.216613620517
3267.225,4203.984762116801
3491.0913,5793.749590653451
3586.3473,5143.268881818999
3756.4891,6585.865046805546
3756.4891,5954.634965546228
893.7166,829.1968499447656
701.7149,1611.6751989845293
701.7149,585.0702539798226
701.7149,1107.7808845074444
701.7149,1399.509682405461
701.7149,3227.0415010972315
1495.7521,2279.945852019557
1475.2045,1805.8720631270924
1268.1209,1632.421401920638
956.8314,1324.3850734694213
1137.3436,636.0133222004204
1137.3436,354.6654336332974
1192.107,820.1591293352059
2269.177,1368.5076194261983
1421.8686,756.193637741397
1372.6967,1157.5596716052064
1773.9204,1273.2708288752792
1773.9204,1374.5425645870923
