y_test,y_Hat
2283.5762,5362.407936736267
2450.4844,3609.22010284805
2398.7728,2527.3836452639616
2222.4656,2603.105283776767
2304.8446,4475.721590389281
2304.8446,5843.780497253731
6734.4752,6671.205325774959
7048.5222,5150.016378333219
6688.7873,4578.808945048924
5741.6431,5516.519031587508
7055.0448,5140.657907458371
7055.0448,4663.249788215877
31616.8434,30149.16898758288
33436.9231,28813.888127515518
31902.4169,30314.54632857225
31721.2989,31966.88404880536
34997.7816,29857.892607467125
34997.7816,24344.878429156597
28185.3214,28746.350163134986
30379.7211,30003.570115619143
29581.5186,29922.539419955723
26959.6754,31698.842761315205
30103.5137,31922.894028019942
30103.5137,33296.55899333665
4401.0561,3852.150173826936
4360.5836,3862.9274975115427
4082.6946,3842.30240839013
3893.8415,3811.974187976
4013.6877,4764.011845058267
4013.6877,3724.5081107335577
3188.75,2590.6296599842694
769.8691,2763.891269044723
748.0109,2737.761592975054
608.3325,2242.4963414838467
751.8214,1606.4542329561857
751.8214,1569.3850147125497
6112.8512,7333.229446087355
6730.8469,7115.116387154875
6690.0448,5901.021964457376
4796.5333,6540.515128998259
4869.1342,6379.148489971998
4869.1342,5752.285514276074
53791.5087,53777.289080061964
54589.0604,56344.77327483774
51939.4297,55335.1040985516
52837.904,55070.4328574335
61028.7381,57150.03016525453
61028.7381,51277.13360759204
82254.3769,81131.64648068116
85217.3692,86836.27199565657
84121.931,80544.22479094533
85656.3227,79787.22742356172
91991.6005,82616.71897181965
91991.6005,83657.8962855576
862.3191,3503.2089960200788
1104.3924,6433.072585860881
1116.6792,6244.270112769867
533.3852,5699.787577890875
533.3852,6341.144364008985
533.3852,6341.144364008985
844.3694,2119.524961237584
850.6685,2576.6509235108047
889.0203,1887.0734752140493
852.3337,8.639626045279918
897.0475,1224.4362684659545
897.0475,1542.31041363989
976.2122,487.71029909368195
1010.9376,1158.2278045972846
1052.0217,1365.4913492596181
1042.0967,2134.903617987746
1099.2876,2938.294374425857
1099.2876,3013.644058421232
6436.7917,7476.716976837284
7124.5645,7921.1267084799865
7630.0396,8257.796974226183
6990.9355,9689.588584194824
7066.1905,8816.66864579793
7066.1905,4313.929374769599
30969.8762,15636.605324006114
31738.2672,18865.812932677996
32610.485,16777.910391682686
23862.711,16261.810885601188
27478.3896,17307.6257445847
27478.3896,25187.357173667315
632.0011,1614.5326085203258
683.3244,1614.5326085203258
722.8748,1987.1752578209207
704.0299,1796.0999197809726
772.1524,1785.3225960963662
772.1524,1841.3497515572756
1283.5259,2257.1523454938692
1239.3661,2639.163059024235
1584.2638,2660.8370447318844
1660.3083,3143.343737946364
2741.3939,2026.5192374288022
2741.3939,3526.5285515574856
814.4199,952.0704557238993
883.8678,506.7399855313898
875.9327,774.0923238818492
897.1946,734.6038120551349
973.2061,886.1015361859796
973.2061,793.5196353544974
4367.302,8994.422725830247
4649.5794,6601.6601268946815
4879.0173,5366.852928694784
4606.0646,7931.839858569394
4426.0006,8566.466745386959
4426.0006,6110.52266966844
16094.6668,12792.248220343026
16164.1613,11434.959972841389
15690.9631,11272.260140579696
13871.7982,11758.940084344656
16032.5028,12949.399028039243
16032.5028,12448.817461311319
3569.7557,2821.430589031989
3577.1244,5299.734241165795
